Accession	GeneName	Description	NC_1	NC_2	NC_3	NC_4	NC_5	HC_1	HC_2	HC_3	HC_4	HC_5	HD_1	HD_2	HD_3	HD_4	HD_5
Q3UGR5	Hdhd2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	5255.358887	3670.404297	6303.084473	8073.054199	7582.013184	6489.980469	5403.654297	3627.661377	5875.458984	6254.07373	5269.647949	5199.792969	5239.665039	6906.300293	7179.105469
Q3UGS4	Mcrip1	Mapk-regulated corepressor-interacting protein 1	1094.36084	803.2653809	1462.562012	996.0448608	913.2086182	1031.581787	1257.282593	1114.405273	1057.437012	1239.627441	1433.958984	1694.125366	1239.150269	1264.109985	1307.038086
Q3UGX3	Nat8l	N-acetylaspartate synthetase	908.4129639	927.5361328	742.8313599	1359.605713	1257.348755	188.007431	378.2702332	292.7200012	370.1974792	212.8045044	214.8324585	767.3931274	377.288269	762.6444702	639.888916
Q3UH53	Sdk1	Protein sidekick-1	126.8327637	280.8319092	NaN	NaN	11.18993759	222.3733521	409.6393433	272.6272888	68.6794281	313.4732971	163.8287964	163.9200897	NaN	NaN	161.5588989
Q3UH60	Dip2b	Disco-interacting protein 2 homolog B	1020.591736	1206.147705	1506.0177	1566.372803	1247.900757	2442.043701	1546.737793	1911.140869	1933.331299	1787.927612	1332.253296	1381.65625	1223.633301	1276.692383	1258.961548
Q3UH66	Wnk2	Serine/threonine-protein kinase WNK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UH68	Limch1	LIM and calponin homology domains-containing protein 1	8311.481445	11494.77734	12361.33594	11541.70117	6457.726074	7206.667969	15119.87793	9491.972656	6020.280762	9887.766602	10237.68457	9660.368164	6627.20166	8364.188477	9797.504883
Q3UH93	Plxnd1	Plexin-D1	1418.657837	1413.349243	1263.381348	1374.64624	1101.829834	1581.760742	2142.820801	1637.910889	1808.858398	2652.697754	2699.347412	1042.75415	719.7380981	1505.96106	1264.746338
Q3UHA3	Spg11	Spatacsin	3694.685791	6489.294922	4165.791016	3899.856689	4397.151855	7065.394043	5453.658691	7329.925781	6252.326172	6087.129883	5379.352051	5638.817871	4964.536133	4307.898926	4972.655762
Q3UHB1	Nt5dc3	5'-nucleotidase domain-containing protein 3	427.5605164	369.3381653	446.8841553	434.7318726	524.8980103	1337.175049	625.1312866	780.1201782	439.3878479	611.0547485	510.3277283	853.1326294	785.1002197	495.8981628	472.381073
Q3UHB8	Ccdc177	Coiled-coil domain-containing protein 177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UHC7	Dab2ip	Disabled homolog 2-interacting protein	1435.24646	1356.999878	1407.722534	1768.412598	1401.37915	844.4910889	1364.796021	1045.064697	1003.574585	1344.089844	1273.993164	1443.220825	1162.001099	1279.624512	1466.796631
Q3UHD2	Gfod1	Glucose-fructose oxidoreductase domain-containing protein 1	485.3069153	673.559082	556.2145386	865.0123291	685.6906738	296.6898804	381.4877014	365.7608032	270.7477722	560.5263062	653.2883911	445.661438	306.6116638	374.3422852	275.2268677
Q3UHD6	Snx27	Sorting nexin-27	3325.323242	3252.712402	3581.314209	2886.780518	3345.247803	5624.69043	3705.787842	5045.78125	5305.950684	3795.022949	3891.594727	3030.45752	3142.191162	3781.397705	3090.307129
Q3UHF3	Mier3	Mesoderm induction early response protein 3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UHF7	Hivep2	Transcription factor HIVEP2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UHH1	Zswim8	Zinc finger SWIM domain-containing protein 8	344.5323792	496.036438	447.2673645	457.5504456	381.3969421	547.227356	475.4798279	519.0137939	378.1236267	400.0011597	188.9347229	369.2072144	409.2806702	388.4766235	375.0196533
Q3UHH2	Slc22a23	Solute carrier family 22 member 23	237.9644928	204.9347076	168.1545258	252.76651	394.8696594	224.3567505	121.1253967	NaN	146.6858826	146.9442291	NaN	NaN	NaN	NaN	166.5719604
Q3UHH8	Gxylt1	Glucoside xylosyltransferase 1	171.482193	NaN	280.8654785	171.6804657	132.5366516	504.1443481	218.2078857	419.9885559	381.8652954	334.0430908	241.6733856	236.406723	233.4770966	165.1846008	230.991684
Q3UHI0	Ccser2	Serine-rich coiled-coil domain-containing protein 2	390.5491333	515.1622925	481.2413025	485.928772	234.2233582	455.1337585	394.5513306	326.2189026	393.3799438	443.728302	451.0097351	399.4236145	288.0843506	408.8944397	424.7892151
Q3UHI4	Tmed8	Protein TMED8	796.0955811	991.163147	693.7475586	557.5772705	483.8841248	501.1753235	725.6746216	622.1558228	545.0024414	537.3040771	711.7148438	551.5518799	549.7643433	856.5932617	499.1648865
Q3UHJ0	Aak1	AP2-associated protein kinase 1	594.9884033	972.619812	1077.727783	856.8121338	566.7154541	1100.490356	1160.968506	1460.908203	1025.24939	871.1038818	955.8816528	906.7522583	940.4170532	916.7388306	1113.576416
Q3UHK1	Slc2a13	Proton myo-inositol cotransporter	35678.91797	41428.64844	25918.70508	21966.64063	25540.11328	NaN	NaN	10508.56641	NaN	9672.844727	NaN	24254.48438	NaN	5787.580078	10936.41699
Q3UHK6	Tenm4	Teneurin-4	2631.515381	3889.812256	2768.054688	2770.883057	2278.113037	1332.479614	2902.718506	1855.525879	1841.532104	3226.621094	3463.819824	3698.525146	1848.126953	3204.485107	3079.722656
Q3UHK8	Tnrc6a	Trinucleotide repeat-containing gene 6A protein	NaN	72.56114197	135.821228	NaN	NaN	NaN	126.227951	NaN	NaN	NaN	41.71400452	124.4283752	100.8102264	75.47234344	NaN
Q3UHN9	Ndst1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UHQ6	Dop1b	Protein DOP1B	510.6964417	655.505127	562.7888794	690.7327271	587.0213013	1424.354736	645.039917	1043.500488	908.0818481	787.2045898	601.3552246	552.2531128	645.0093994	649.5183105	690.3989258
Q3UHU5	Mtcl1	Microtubule cross-linking factor 1	NaN	NaN	327.9210815	501.2783813	92.01784515	276.5863037	290.4448853	263.4306335	NaN	NaN	251.8757324	492.0902405	416.9744873	323.067688	437.0096741
Q3UHX0	Nol8	Nucleolar protein 8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UHX2	Pdap1	28 kDa heat- and acid-stable phosphoprotein	2836.850098	2758.009033	3366.574951	2483.566406	2180.857178	1496.256836	3046.68335	2483.452148	999.076416	2367.770508	2281.013184	1983.745972	3289.972412	2894.836426	3892.797607
Q3UI43	Babam1	BRISC and BRCA1-A complex member 1	1888.851196	1499.772217	1467.654175	1635.57959	1555.99646	1801.241821	1570.352295	1581.167358	1745.365356	1768.305664	1835.184082	1634.388062	1976.80957	1251.966064	1446.300903
Q3UIA2	Arhgap17	Rho GTPase-activating protein 17	2249.42627	2891.554688	3214.579834	2835.135498	1949.216919	3711.585938	3671.57251	4685.530762	3398.003418	3062.724854	2672.542236	2625.895752	2627.645996	2865.61084	2264.98999
Q3UIJ9	Myzap	Myocardial zonula adherens protein	61.0676918	189.08638	164.2386169	289.478241	65.12084198	206.4144135	223.48349	93.10674286	43.30841064	165.6707153	200.4276581	81.96196747	309.099884	135.8728943	83.55914307
Q3UIR3	Dtx3l	E3 ubiquitin-protein ligase DTX3L	482.6240234	483.184906	594.8102417	710.0878906	482.8943481	919.9549561	623.5465698	915.6676636	621.87323	618.2871704	339.7173767	581.8112793	571.0490112	514.6671143	664.4669189
Q3UIU2	Ndufb6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	4986.619141	5081.38623	2152.562012	4311.341309	4056.28418	3657.535889	3430.874756	3795.483154	4045.486084	4386.479492	3765.871338	4538.264648	3936.450195	5233.469727	5895.667969
Q3UJ81	Cnep1r1	Nuclear envelope phosphatase-regulatory subunit 1	508.4642334	543.1897583	739.0317383	492.1849976	355.9720764	594.8684692	612.9284668	502.223053	522.0149536	520.5439453	355.8904724	296.4371948	459.1219482	595.1848145	142.3965302
Q3UJB0	Sf3b2	Splicing factor 3B subunit 2	4082.864014	4446.675293	4208.98291	2875.408203	3186.557373	5636.385742	3913.81543	5133.786133	4431.435059	4132.251465	3526.209717	4161.6875	2999.306396	4631.717773	4277.930176
Q3UJB9	Edc4	Enhancer of mRNA-decapping protein 4	1298.439331	1539.822876	1275.477905	1148.447632	1109.062012	2502.265137	1751.246216	2167.646973	1695.712769	1840.923828	1425.719849	1520.371826	1228.78125	1610.682007	1693.269165
Q3UJD6	Usp19	Ubiquitin carboxyl-terminal hydrolase 19	462.0532227	684.6433716	662.3511353	577.1732788	480.9493103	1000.976074	694.3573608	900.7593994	672.4537354	775.2626343	619.5940552	639.6994629	637.7970581	780.5411987	855.3158569
Q3UJK4	Gtpbp2	GTP-binding protein 2	NaN	188.5353851	51.81450653	NaN	NaN	258.762207	NaN	54.52371979	302.6672974	330.0732422	NaN	102.1491165	NaN	255.2494659	NaN
Q3UJP5	Cfap418	Cilia- and flagella-associated protein 418	551.0696411	559.9851685	512.732666	600.6862793	519.6815796	389.9045715	514.302063	583.4611206	676.9189453	397.4540405	255.6201477	330.0589294	455.0018311	543.3728027	339.3473206
Q3UJU9	Rmdn3	Regulator of microtubule dynamics protein 3	4554.523438	4534.539063	3200.003906	4313.769531	4599.911133	3213.060059	4674.444336	3897.417969	3907.558105	4276.643066	3218.570801	4480.350098	3791.407471	3907.82251	4527.81543
Q3UKC1	Tax1bp1	Tax1-binding protein 1 homolog	887.59552	1294.048218	1180.664429	968.3622437	558.0001831	1590.115356	1468.531372	1611.626831	1298.950806	1156.03064	1200.060181	1301.341309	1050.093628	896.9761963	1137.092651
Q3UKJ7	Smu1	WD40 repeat-containing protein SMU1	1412.34436	1235.048584	1310.667725	1248.910278	1391.46167	1755.010742	1028.147339	1203.992798	1697.513794	1242.397339	1051.55542	1180.109741	1073.338623	920.4717407	949.5635376
Q3UL36	Arglu1	Arginine and glutamate-rich protein 1	2419.792236	1665.700684	1157.674072	1277.801758	1842.142944	2829.812012	1025.869751	928.4085083	2253.754395	1104.988159	1029.042358	1494.007202	1234.489746	1448.047974	1478.983643
Q3ULA2;Q5SRY7	Btrc;Fbxw11	F-box/WD repeat-containing protein 1A;F-box/WD repeat-containing protein 11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3ULD5	Mccc2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	17111.60156	10091.91797	14381.74609	21701.29688	24033.99805	5741.541504	10717.62988	8106.647949	10825.22754	9266.890625	8103.269531	12685.10059	13804.9375	15547.35254	14527.76563
Q3ULF4	Spg7	Mitochondrial inner membrane m-AAA protease component paraplegin	537.0814819	587.3233643	471.0900574	832.7293701	766.6288452	458.9630432	606.6327515	616.1049194	598.131897	688.0725708	397.3143005	718.4768677	531.9729004	624.6589355	706.5574341
Q3ULJ0	Gpd1l	Glycerol-3-phosphate dehydrogenase 1-like protein	50434.84766	41933.19922	48141.40625	55953.26953	53954.89453	19847.26563	31748.91406	27582.86719	26745.26953	29931.05664	32406.29688	29327.56641	45265.78906	41271.33984	36478.55859
Q3ULM6	Uspl1	SUMO-specific isopeptidase USPL1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3ULW8	Parp3	Protein mono-ADP-ribosyltransferase PARP3	2853.132568	3094.292236	5247.891602	4269.23877	4688.296875	3552.797852	2837.187256	3033.688477	4575.254395	3806.888916	2941.013672	4133.083496	2584.422119	3057.689941	2384.497803
Q3UM18	Lsg1	Large subunit GTPase 1 homolog	561.0140991	561.6123047	NaN	591.9191895	503.117157	1118.666016	523.7509155	528.149353	972.1509399	459.12677	846.3151855	587.9337769	568.6468506	NaN	521.5238037
Q3UM29	Cog7	Conserved oligomeric Golgi complex subunit 7	917.4293213	1505.303955	1091.882813	1228.714844	1440.47168	2563.236816	1815.076538	2447.489014	2073.097656	1734.489868	1387.859741	1441.249023	1797.74231	1516.744995	1584.243408
Q3UM45	Ppp1r7	Protein phosphatase 1 regulatory subunit 7	7725.400879	7445.452148	6827.479492	7218.243164	6474.570313	6714.406738	7072.780762	6074.258301	6912.135742	6538.140625	8563.859375	7416.884766	7299.59375	8011.759277	6208.087402
Q3UM83	Klrg2	Killer cell lectin-like receptor subfamily G member 2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UMB5	Smcr8	Guanine nucleotide exchange protein SMCR8	748.7728271	884.5769043	855.4247437	849.0057983	819.7365112	915.7772827	806.8212891	922.9476318	755.263916	738.7075806	810.9075317	510.3776855	804.6168823	769.2910767	711.2179565
Q3UMB9	Washc4	WASH complex subunit 4	906.2553101	1202.916626	1055.222534	987.9655151	968.3504639	1978.832886	1366.022095	2115.678467	1462.796509	1456.456299	1240.477905	1114.651733	1094.463135	1189.61792	1187.107178
Q3UMC0	Afg2a	ATPase family gene 2 protein homolog A	22186.47852	21157.85938	24780.57422	17247.78125	24997.08789	33680.42188	17838.32422	24153.39844	20139.1582	16296.83496	16542.11523	20968.85938	24665.41406	15828.43066	17828.36328
Q3UMF0	Cobll1	Cordon-bleu protein-like 1	1031.445313	1384.736328	1753.0354	1495.703491	963.696106	689.2926636	1541.006836	1149.573242	1030.048584	1050.964966	1198.853271	1403.704224	1630.579956	1328.730957	2091.787109
Q3UMR0	Ankrd27	Ankyrin repeat domain-containing protein 27	215.4465027	334.9085083	300.8891296	264.6540222	157.6221466	213.8412628	270.5802002	241.4984436	301.4243774	316.1992798	276.9415283	231.8514862	348.0394897	268.6831665	356.524231
Q3UMR5	Mcu	Calcium uniporter protein, mitochondrial	1138.673218	1688.727539	1257.132446	902.6253052	1243.237793	1322.179688	1127.14856	1891.884766	1329.065308	1101.009888	936.706543	1044.653076	767.2070923	812.2224121	1056.961792
Q3UMT1	Ppp1r12c	Protein phosphatase 1 regulatory subunit 12C	1422.423584	1635.420776	2118.635986	1556.493164	1435.410034	1965.117432	2456.518311	2439.88623	1894.90271	1915.053223	1994.713623	1780.582642	1652.259277	1565.044434	1935.574585
Q3UMU9	Hdgfl2	Hepatoma-derived growth factor-related protein 2	1003.296875	615.0103149	818.2111816	487.2674561	485.4896851	816.960022	635.6987305	646.2572021	728.2532959	651.6328735	495.0921631	580.6034546	556.4366455	663.0216064	464.8078613
Q3UMW7	Mapkapk3	MAP kinase-activated protein kinase 3	103.6603394	386.0775757	363.2990723	230.4708252	196.4079742	414.8210144	441.8033142	496.1951904	443.3677063	433.8302307	371.1114807	344.1705017	223.6782532	253.2049103	299.927063
Q3UMW8	Cln5	Bis(monoacylglycero)phosphate synthase CLN5	536.4663696	448.6254883	561.0437622	435.2171936	615.5214233	1520.229858	718.1868896	817.8521118	866.2412109	687.3380737	598.6658325	772.4164429	491.7885742	454.1701355	572.0115356
Q3UMY5	Eml4	Echinoderm microtubule-associated protein-like 4	871.5975952	1582.993652	1076.025024	1044.177368	668.942688	1674.045166	1252.94519	1656.95459	1562.151855	1573.160522	1226.934937	1345.192139	847.503418	1736.530884	1311.787109
Q3UN02	Lclat1	Lysocardiolipin acyltransferase 1	2203.386719	4891.961914	2671.804199	2844.310059	3303.576904	3133.542236	3594.25415	4065.958252	3403.386719	4069.868896	3411.307373	3065.28833	3852.625244	2686.463623	2983.455078
Q3UN54	Pate14	Prostate and testis expressed protein 14	NaN	338.2897644	236.2569122	NaN	NaN	12158.88867	1543.405029	144.0022888	63.12596512	91.67189026	NaN	22.45889664	1893.014893	545.4329834	730.6011353
Q3UN90	Lyrm9	LYR motif-containing protein 9	78.07479095	210.7292786	367.2337646	148.9260559	343.6383972	290.3198547	NaN	174.8538971	102.2438507	185.7315216	122.2202454	NaN	210.8368073	324.1888428	274.1510315
Q3UND0	Skap2	Src kinase-associated phosphoprotein 2	823.7648315	636.2324219	800.4665527	402.6699829	503.7752991	4996.337891	1452.725708	2655.104248	3487.034424	1484.889526	1404.734497	1218.474854	938.4232178	2034.657715	434.3972778
Q3UNX5	Acsm3	Acyl-coenzyme A synthetase ACSM3, mitochondrial	832.0057373	452.968811	279.2273254	1141.725098	1323.619385	298.3226929	79.6929245	56.34474182	NaN	40.30366135	41.63992691	79.48232269	79.68388367	128.7311249	399.9679565
Q3UNZ8	Cryzl2	Quinone oxidoreductase-like protein 2	3050.330811	2662.234131	2675.064453	3349.689209	3393.550049	1512.730957	3118.840332	2876.329834	2952.05127	3302.981934	3055.613525	3695.817383	3111.705322	3778.972168	3061.631592
Q3UP24	Nlrc4	NLR family CARD domain-containing protein 4	40.41778564	NaN	114.5976334	NaN	NaN	193.0273743	135.2147369	92.07359314	100.8994598	108.0737	155.0041656	101.974823	NaN	49.05723572	81.59000397
Q3UP75	Ugt3a1	UDP-glucuronosyltransferase 3A1	417.6002808	1124.477173	568.8083496	NaN	NaN	496.4014587	571.7416382	488.6730957	484.1846924	429.6361084	294.9290466	242.346405	NaN	279.7652283	2292.526123
Q3UP87	Elane	Neutrophil elastase	341.0135498	NaN	107.3389282	NaN	NaN	4731.70459	NaN	NaN	817.7745361	311.594574	515.7874756	574.4321899	756.9906006	1126.196655	227.4418945
Q3UPF5	Zc3hav1	Zinc finger CCCH-type antiviral protein 1	372.6861572	467.5533142	777.2905273	565.5766602	516.859375	429.3207397	808.1141968	1070.972168	530.2545166	374.0693665	318.7216492	489.8196411	535.2410889	625.190979	618.3048706
Q3UPH1	Prrc1	Protein PRRC1	1543.327148	2102.030029	2820.037598	2908.192383	2254.160156	4486.824219	3030.132324	4254.508789	3393.442139	4091.597168	2816.256104	3679.16626	2623.259033	2795.527344	4572.148926
Q3UPH7	Arhgef40	Rho guanine nucleotide exchange factor 40	563.6831055	749.8143311	465.8295288	599.8479004	457.0404053	600.5602417	540.036377	618.4901733	675.8735962	795.1885376	572.6903076	681.4320068	433.5655823	631.7495728	564.5901489
Q3UPI1	Gask1b	Golgi-associated kinase 1B	NaN	NaN	NaN	NaN	NaN	175.5851898	118.5249863	180.3256836	NaN	137.7285461	73.38954926	49.88943481	158.1224518	119.2497406	NaN
Q3UPL0	Sec31a	Protein transport protein Sec31A	5926.929688	7397.975586	8468.097656	8199.551758	5821.846191	10688.10254	8991.331055	9457.856445	10039.64941	8801.827148	7495.484863	8105.877441	7993.465332	7601.367188	8431.466797
Q3UPL5	Ag2	Uncharacterized protein C11orf96 homolog	408.8889771	269.9842834	354.0618591	193.1064911	219.5507202	166.2533722	183.0674744	155.3011627	178.2073822	129.5602264	286.4130554	192.482254	NaN	129.5931549	199.9312286
Q3UPP8	Cep63	Centrosomal protein of 63 kDa	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UPY5	Glb1l2	Beta-galactosidase-1-like protein 2	2463.477295	4027.402344	3128.592529	3277.290527	3466.456055	1162.971558	2418.326904	2225.140381	2431.768799	2409.401855	2565.492188	3734.821777	2601.989014	2984.19165	2820.883545
Q3UQ28	Pxdn	Peroxidasin homolog	1952.678711	2898.967773	2594.699707	1856.242065	1701.451782	5544.154297	7632.771973	7330.885742	6573.987305	9408.998047	6736.533691	7595.527832	14654.07715	4700.052734	5237.440918
Q3UQ44	Iqgap2	Ras GTPase-activating-like protein IQGAP2	3569.168701	6592.010254	5845.823242	3352.736816	3415.036133	4456.00293	6001.969727	6801.574219	4185.981934	5942.450195	4625.694824	4103.489258	2131.890625	2673.209717	5575.29834
Q3UQ84	Tars2	Threonine--tRNA ligase, mitochondrial	661.4559937	629.3141479	659.1437988	867.177002	916.9442749	946.2108765	789.0495605	917.866394	968.2297363	774.1331787	743.4984131	746.7139893	728.7958984	963.6463013	786.8452148
Q3UQA7	Selenoh	Selenoprotein H	812.6807861	506.2593079	725.467041	496.6889648	739.8251343	543.6195068	547.5560303	544.9729004	644.7877808	483.8262329	559.7007446	626.9945679	378.9796143	665.9711304	494.7097168
Q3UQN2	Fcho2	F-BAR domain only protein 2	1476.143066	1376.039917	1259.174194	1616.350342	1550.961548	2248.150635	1821.844971	2268.008057	1961.133789	1633.713989	1412.387085	1683.532227	1363.517456	1481.492188	1494.431885
Q3UR70	Tgfbrap1	Transforming growth factor-beta receptor-associated protein 1	535.3810425	751.3734741	547.7927246	666.4370117	559.6287842	605.7324219	492.3014526	577.4847412	527.2771606	514.1017456	325.2905579	357.1536255	326.7814026	490.9117737	459.6969604
Q3UR97	Snx21	Sorting nexin-21	212.1750183	194.9094086	105.0925446	NaN	168.6270599	38.23445511	147.2177124	229.5271301	NaN	367.6981506	159.6173401	209.5226135	54.11136627	NaN	321.6950073
Q3URD3	Slmap	Sarcolemmal membrane-associated protein	2900.641113	3464.625732	2443.436523	2568.270508	3934.558105	2010.487061	3431.452637	1886.60498	1991.777954	1915.833862	2514.801758	2103.366943	1952.903809	1631.246582	1896.290894
Q3URE1	Acsf3	Malonate--CoA ligase ACSF3, mitochondrial	1831.542725	1681.707886	2001.703003	3094.610352	2844.536621	907.3912354	1348.33252	1348.083984	1598.263062	1373.724365	1088.938232	1334.157349	1557.168945	2109.552246	1997.954712
Q3URF8	Kctd21	BTB/POZ domain-containing protein KCTD21	349.2241821	312.5106201	290.9483032	543.4049072	419.5214539	215.3598785	200.6693115	299.7877502	462.1461792	328.5293579	398.6047668	268.5794067	200.8395996	247.7781219	286.0571289
Q3URQ0	Tex10	Testis-expressed protein 10	137.2392731	219.951767	132.4562836	89.03412628	140.6236877	188.8720398	117.612999	344.0658264	206.1772766	241.3322601	139.7498627	135.5025177	212.2268677	107.847374	181.0119934
Q3URQ7	Mthfsd	Methenyltetrahydrofolate synthase domain-containing protein	NaN	NaN	NaN	135.5604401	NaN	146.9811554	318.9120483	550.9680176	NaN	NaN	140.0108032	NaN	386.1181335	NaN	NaN
Q3URS9	Ccdc51	Mitochondrial potassium channel	320.158905	283.9324036	170.4882965	146.7543182	166.8292847	457.0809021	331.0646057	681.8181152	421.0222778	348.2117615	250.5145264	329.5247192	307.4927979	369.0759888	326.9989624
